publish_status,event_id,color,event_name,event_description,event_start_date,event_start_time,event_end_date,event_end_time,evo_tz,time_ext_type,hide_end_time,event_gmap,yearlong,featured,evo_location_id,location_name,event_location,location_description,location_latitude,location_longitude,location_link,location_img,evo_organizer_id,event_organizer,organizer_description,evcal_org_contact,evcal_org_address,evcal_org_exlink,evo_org_img,evcal_subtitle,learnmore link,image_url,repeatevent,frequency,repeats,repeatby,event_type,event_type_slug,event_type_2,event_type_2_slug,
publish,25018,4bb5d8,"Pizza Buffet - Cocktails and Dreams","All you can eat Pizza and Salad - 299 THB special offer for the&nbsp;#Huahinfoodies&nbsp;members Choice of : Hawaiian&nbsp;PepperoniSpicy chorizoFungiMargaritaVegetarianBBQ chicken and sweetcorn","04/16/2024","01:00:PM","04/16/2024","01:00:PM","Asia/Bangkok","n",no,no,,no,"7172","Cocktails and Dreams","cocktails and dreams 10/396 soi 94, Hua Hin, Thailand, Prachuap Khiri Khan","",,,,"Array",,,,,,,,"All you can eat Pizza and Salad - 299 THB special offer for the&nbsp;#Huahinfoodies&nbsp;members",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/434394267_10161402897337557_6246801501382810095_n.jpg,no,,"1",,"3941,3939,","Food/Drinks Event","4008,","Food-Drinks Calendar",
publish,25015,4bb5d8,"Saturday training","A brand new football academy at the Hua Hin International School in the prestigious Black Mountain resort Training for all ages. 6 - 14","04/13/2024","04:00:PM","04/13/2024","05:30:PM","Asia/Bangkok","n",no,no,,no,"7159","Black Montain Hua Hin Football Academy","Black Montain Hua Hin Football Academy","",,,,"Array",,,,,,,,"A brand new football academy at the Hua Hin International School in the prestigious Black Mountain resort ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/432998985_979689430395318_1773482166154724885_n.jpg,no,,"1",,"6429,1789,2937,","Training","4266,4268,","Sports Calendar",
draft,24992,4bb5d8,"Mr Neung at Beer Collection Hua Hin","Sit back with a frosty beverage and groove with the acoustic sounds of Mr Neung playing all your favorite songs from the 70's thru the 2000's every Saturday 6p until 8p A new hip and happening restaurant in Hua Hin with a chill atmosphere\, live music\, and a wide selection of craft beers to choose from. Whether you're looking for something sour\, sweet\, or bitter\, Beer Collection Hua Hin has something for every beer lover. Perfect for any occasion\, whether it's a get-together\, a party\, or just a chill night out solo. Don't miss out!Enjoy dinner and a large selection of beersFloor G\, Bluport Mall Hua Hin\, Don't miss the fun!Come and see us at Beer Collection Hua Hin\, G floor\, Bluport Hua Hin Open 7 days a week 9a until midnight","04/06/2024","06:00:PM","04/06/2024","08:45:PM","Asia/Bangkok","n",no,yes,"no",no,"6647","Beer Collection Hua Hin",,"Beer Collection Hua Hin",,,"https://maps.app.goo.gl/uN7KoUq5tKEkXC6n7","Array","6646","Beer Collection Hua Hin","Beer Collection Hua Hin",,,,"24439","Mr Neung @ Beer Collection Hua Hin - Pop - Rock - Contemporary Pop - Soul - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Mr.-Neung-at-Beer-Collection-Sat-6-8.jpg,yes,"weekly","200",,"1832,3990,3985,1827,3988,3764,3975,1833,","Soul band","4267,","Music/Gigs Calendar",
draft,24983,4bb5d8,"Mr Neung at Strong Bar","Sit back with a frosty beverage and groove with the acoustic sounds of Mr Neung playing all your favorite songs from the 70's thru the 2000's every Saturday\, Sunday and Tuesday 9p until 11:30p The Strong Baris place great ace to go for a have a drink\, a snack\, hear music or meet with friends. Open 7 days a week 8a until 1:00a Located in heart of the Bintabaht Entertainment District.","04/06/2024","09:00:PM","04/06/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"7153","Strong Bar",,"",,,,"Array","7154","Strong Bar","",,,,,"Mr Neung @ Strong Bar - Pop - Rock - Contemporary Pop - Soul - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Mr-Neung-Strong-Bar-Sat-Sun-Tue-2.jpg,yes,"weekly","200",,"1832,3990,3985,1827,3988,3764,3975,1833,","Soul band","4267,","Music/Gigs Calendar",
publish,24974,4bb5d8,"Mr Neung at E-Rad Bar &amp; Cafe","Sit back with a frosty beverage and groove with the acoustic sounds of Mr Neung playing all your favorite songs from the 70's thru the 2000's every Wednesday &amp; Thursday 9p until 11:30p The E-Rad Bar &amp; Cafe is place great ace to go for a have a drink\, a snack\, hear music or meet with friends. Open 7 days a week 8a until 1:00a Located near the corner of Soi 94 and Soi Railway West Rd opposite Wonderland in heart of the Soi 94 Entertainment District.","04/10/2024","09:00:PM","04/10/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"7151","E-Rad Bar &amp;amp; Cafe",,"E-Rad Bar &amp;amp; Cafe",,,"E-Rad Bar & Cafe","Array","7152","E-Rad Bar &amp;amp; Cafe","E-Rad Bar &amp;amp; Cafe",,,,"24977","Mr Neung @ E-Rad Bar &amp; Cafe - Pop - Rock - Contemporary Pop - Soul - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Mr-Neung-at-Rad-Bar-Wed-Thur.jpg,yes,"weekly","200",,"1832,3990,3985,1827,3988,3764,3975,1833,","Soul band","4267,","Music/Gigs Calendar",
publish,24971,4bb5d8,"Ang &amp; Fang at Red Bar","Sit back with a frosty beverage and groove with the sounds of Ang &amp; Fang playing all your favorite songs from the 70's thru the 2000's every Thursday 9p until 11:30p The Red Bar is place great ace to go for a have a drink\, hear music or meet with friends. Open 7 days a week noon until 1:00a Located on the corner of Soi Bintabaht and Selakam Rd in heart of the Bintabaht Entertainment District.","03/27/2025","09:00:PM","03/27/2025","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4031","Red Bar",,"Red Bar",,,"https://goo.gl/maps/z7ZXTtCCgwzWsJUo8","18563","4032","Red Bar","Red Bar",,,,"18563","Ang &amp; Fang @ Red Bar - Pop - Rock - Contemporary Pop - Soul - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Messenger_creation_BDEC575D-FBBA-4A03-82E8-E09F033C04C7.jpeg,yes,"weekly","200",,"1832,3990,3985,1827,3988,3764,3975,1833,","Soul band","4267,","Music/Gigs Calendar",
publish,24968,4bb5d8,"F1 Japan Grand Prix 2024 Racing at Filthy Pilot Social Club","Check out Filthy Pilot Social Club for exciting Formula 1 Racing Saturday 6 April 1p and Sunday 7 April 12p. FPSC promises to show the qualifications and full race with dynamic sound. Also\, while you're watching\, enjoy their full bar and select anything on the menu at Pizza Garden Restaurant. Filthy Pilot Social Club is chill and relaxing nightspot located in the Soi 94 entertainment district and is open Wednesday to Saturday 5p until midnight","04/06/2024","01:00:PM","04/07/2024","12:00:PM","Asia/Bangkok","n",no,no,,no,"6716","Filthy Pilot Social Club",,"Sip Society Bar ",,,"https://maps.app.goo.gl/979U8JMFc4Hi4MFt9","Array","6784","Filthy Pilot Social Club","Filthy Pilot Social Club",,,,"24589","F1 Japan Grand Prix 2024 Racing @ Filthy Pilot Social Club",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/F1-Japan.jpg,no,,"1",,"7150,3233,1789,","Sports/Sporting Event","4268,","Sports Calendar",
draft,24965,4bb5d8,"The White Canyon Blues at Woodstock Hua Hin","Enjoy the uptempo sound of The White Canyon Blues led by their fine young guitarist Bank play a full array of traditional and Texas style blues music every Thursday night at 9p Blues and R &amp; B. 9:00 pm. Till late!!Woodstock open Tuesday thru Sunday 4p - MidnightClosed every Monday during low seasonReserve your table : inbox direct message or calling 087-696-3293","05/08/2025","09:00:PM","05/08/2025","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"3761","Woodstock Hua Hin","Hua Hin 88 ,","",,,"https://maps.app.goo.gl/iEVg6m9F3baNjMe58","22499","3762","Woodstock Hua Hin","Woodstock Hua Hin",,"Hua Hin 88 , Hua Hin, Thailand, Prachuap Khiri Khan",,"22499","The White Canyon Blues @ Woodstock  - Blues - R&amp;B",,,yes,"weekly","200",,"1829,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,24964,4bb5d8,"Jum Soulman at Ley Pak Nam Pran Restaurant","Come out for some great acoustic music and a cold beverage to see Jum Soulman every Saturday 7:30p to 10:30p Ley Pak Nam Pran is located on the Beach Rd. near the Khao Kalok curve.","04/06/2024","07:30:PM","04/06/2024","10:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4037","Ley Pak Nam Pran",,"Ley Pak Nam Pran",,,"https://goo.gl/maps/xcs1SGQFCrgem8vEA","18617","4038","Ley PNP Logo","Ley PNP Logo",,,,"18617","Jum Soulman @ Ley Pak Nam Pran Restaurant - Pop - Thai Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/jum-Soulman.jpg,yes,"weekly","120",,"1832,3996,3985,1827,3988,3986,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,24955,4bb5d8,"Jum Soulman at Im Oak Imjai Restaurant","Relax on the beach in beautiful Khao Kalok with the mellown acoustic sound of Jum Soulmal every Thursday thru Monday 6p to 9p Im Oak Imjai Full of Joy Seafood Restaurant serves delicious seafood along with frosty cold beverages everyday 7a to 10p","10/02/2025","06:00:PM","10/02/2025","09:00:PM","Asia/Bangkok","n",no,no,,no,"18169","Im Oak Imjai Seafood Restaurant",,"",,,"I\'mhttps://maps.app.goo.gl/pn1ArivPDufMEhbD8","Array",,,,,,,,"Jum Soulman @ Im Oak Imjai Restaurant - Acoustic Thai &amp; Westen Music",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/jum-Soulman.jpg,yes,"weekly","600",,"1832,3996,3990,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,24890,4bb5d8,"Friday workshop-Glass Paint Cup","Friday workshop-Glass Paint Cup - **Material Fee:** 299 (Includes all materials)&nbsp;The price also includes a welcome drink from MY Honeypie. Choose from coffee\, tea\, or a soft drink. - **Date:** April 19th(Friday) - **Sessions:** Feel free to drop in anytime between 9:30-11:30.&nbsp;The workshop runs from 9:30 to 13:30. Painting on a glass cup with glass pigment will create a transparent effect once it dries. Unleash your artistic side at our delightful art &amp; craft workshop! Enjoy a crafting morning at MY Honeypie.","04/19/2024","09:30:AM","04/19/2024","01:30:PM","Asia/Bangkok","n",no,no,,no,"6410","MY Honeypie","256/1 Petchkasem Road, Tambon Hua Hin, Hua Hin, Thailand, Prachuap Khiri Khan","",,,,,,,,,,,,"Unleash your artistic side at our delightful art &amp; craft workshop! ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/434303189_337370305986290_6816890994430120808_n.jpg,no,,"1",,"2484,1781,","Workshop","4266,","Main Calendar",
publish,24850,4bb5d8,"Jenny &amp; Lilly at Chom Chan Night Club","This Friday\, April 5th\, with the Jenny &amp; Lily concer 9p???? You can get it all if it's fresh ???? Admission ticket 300 baht per person.???? There is a table fee of 400 baht and you get 1 bottle of Saeng liquor.???? Reserve first and have the right to choose your table first.???? Table reservations open today.???? https://line.me/ti/p/sF5bXRp1JQ???? https://line.me/ti/p/OBofBNMHRO(Click the link to add Line) The best way to watch is to watch the moon. #Chomchanchomjai???? All the fun is complete at one shop.","04/05/2024","09:00:PM","04/05/2024","11:00:PM","Asia/Bangkok","n",no,no,,no,"4035","Chom Chan Nightclub Hua Hin",,"Chom Chan Nightclub Hua Hin",,,"https://goo.gl/maps/JrRMr1sFP9daiZFe7","18993","4036","Chom Chan Nightclub Hua Hin","Chom Chan Nightclub Hua Hin",,,,"18993","Jenny &amp; Lilly @ Chon Chan Night Club - Contemporary Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Jenny-Lilly.jpg,no,,"1",,"1785,4288,3985,4256,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,24758,4bb5d8,"Live Music Nightly at Chum Chum Liquor Store","See and hear performers Nong\, Nest\, Nun\, Sauss &amp; Song deliver their popular music in the cozy comfort of Chum Chum Liquor Store on Soi 51. Have a refreshing beverage or a snack. Music starts 9p Chum Chum Monday :Mr.Song Folk Song Pop-Rock\, Variety Tuesday: None Folk Song Pop-Rock Wednesday: Thursday:Nest Yong spirit Folk Song\, Rock Friday:Sipanone Folk Song\, Blues\, Thai-country Saturday:Mr.Sauce Folk Song\, Pop Sunday: Open 7 days a week 6p until 1a","04/02/2024","09:30:PM","04/02/2024","11:45:PM","Asia/Bangkok","n",no,no,,no,"6871","Chum Chum Liquor Store",,"Chum Chum Liquor Store",,,"https://maps.app.goo.gl/LWMdWi5HQVCRBDpC7","Array","6873","Chum Chum Liquor Store","Chum Chum Liquor Store",,,,"24773","Live Music Nightly @ Chum Chum Liquor Store Nightly",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/Nest-at-Chum-Chum.jpg,yes,"daily","200",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
publish,24735,4bb5d8,"Monday Workshop: Mosaic Mandala Coaster ","Using Different shapes of Mosaic Design mandala patterns or any other design you like to make a coaster.&nbsp; Unleash your artistic side at our delightful art &amp; craft workshop! Enjoy a crafting morning at MY Honeypie. - **Date:** 8th April (Monday) - **Sessions:** Feel free to drop in anytime between 9:30-11:30. The workshop runs from 9:30 to 13:30. - **Material Fee:** 299 /piece&nbsp;The price also includes a welcome drink from MY Honeypie. Choose from coffee\, tea\, or a soft drink.&nbsp;","04/08/2024","09:30:AM","04/08/2024","01:30:PM","Asia/Bangkok","n",no,no,,no,"6410","MY Honeypie","256/1 Petchkasem Road, Tambon Hua Hin, Hua Hin, Thailand, Prachuap Khiri Khan","",,,,,,,,,,,,"Using Different shapes of Mosaic Design mandala patterns or any other design you like to make a coaster.&nbsp;",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/434354889_334141109642543_3004263683942531029_n.jpg,no,,"1",,"4621,","Education Event","4266,","Main Calendar",
publish,24711,4bb5d8,"Mark's Birthday Party at Cheers Restaurant and Bar","Come and help Mark celebrate his birthday on Friday 4 April 6:30p - Free buffet\, live music by Say Cheeze Band and DJ Jak Cheers Restaurant and Bar offers a delicious menu of Western and Thai food as well as a large selection of wine and domestic and imported beers. Open everyday from 10a until Midnight","04/04/2025","06:30:PM","04/04/2025","11:30:PM","Asia/Bangkok","n",no,no,"no",no,"3945","Cheers Restaurant &amp;amp; Bar",,"Soi Mae Kep 2",,,"https://goo.gl/maps/JnwaUdLxC3HtnNKA9","17859","3974","Cheers Restaurant &amp;amp; Bar","Cheers Restaurant &amp;amp; Bar",,,,"17859","Mark&#039;s Birthday Party @ Cheers Restaurant and Bar",,https://huahin.localplus.city/wp-content/uploads/sites/5/2024/04/received_1361494821654657.jpeg,no,"weekly","21",,"3985,2686,2157,4253,1827,3764,3765,4252,","Soul Music","4267,","Music/Gigs Calendar",
publish,20797,4bb5d8,"Elton John Tribute by Tim Hedges at Cheers Restaurant &amp; Bar","Enjoy a great meal\, some cold beverages and fun with friends while you listen to the sounds of Elton John's music Sunday 21 April 8p Cheers Restaurant and Bar offers a delicious menu of Western and Thai food as well as a large selection of wine and domestic and imported beers. Open everyday from 10a until Midnight","04/21/2024","08:00:PM","04/21/2024","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"3945","Cheers Restaurant &amp;amp; Bar",,"Soi Mae Kep 2",,,"https://goo.gl/maps/JnwaUdLxC3HtnNKA9","17859","3948","Cheers Restaurant &amp;amp; Bar","Cheers Restaurant &amp;amp; Bar",,,,"17859","Elton John Tribute by Tim Hedges @ Cheers Restaurant &amp; Bar - Elton John Tribute Show Rock - Pop - Party Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/11/Elton-Tim-at-Cheers-21-April.jpg,no,"weekly","21",,"3990,1827,1834,","Tribute Band","4267,","Music/Gigs Calendar",
